frame,trans_error,rot_error_deg
794,0.189971,0.471915
795,0.0310704,0.0849467
796,0.0144094,0.0929232
797,0.0660669,0.396159
798,0.0441782,0.180794
799,0.117673,0.0295404
800,0.0412685,0.127824
801,0.176309,0.298582
802,1.98903,1.95264
803,0.016365,0.167985
804,0.397052,0.693488
805,0.117267,1.39688
806,0.0766135,0.368254
807,0.0459478,0.127263
808,0.160918,0.462125
809,0.0479927,0.13166
810,0.504414,1.58195
811,0,0.493672
812,0.294804,1.28973
813,0.379252,0.763487
814,0.141658,0.581537
815,0.147636,0.0759082
816,0.139254,0.263794
817,0.245516,0.583699
818,0.0705198,0.119914
819,0.0853565,0.0923497
820,0.0827284,0.262283
821,0.216267,0.660179
822,0.160122,0.395944
823,0.148528,0.474745
824,0.0260272,0.201235
825,0.125951,0.24665
826,0.366327,0.641914
827,0,2.61097
828,0.200934,1.06044
829,0.0587221,0.801246
830,0.537027,0.398776
831,0.589699,0.39512
832,1.40911,0.626686
833,0.317396,0.537779
834,0.672665,1.10143
835,0.140657,0.254232
836,0.250721,1.1756
837,0.0835512,1.29708
838,0.19232,0.335575
839,0.182325,0.21007
840,0.372382,1.43232
841,0.23648,0.152024
842,0.0142832,0.0396938
843,0.0447245,0.0390519
844,0.0506217,0.277074
845,0.0717955,0.139081
846,0.0173483,0.0621258
847,0.269832,0.618892
848,0,2.08448
849,0.331087,2.99992
850,0.376642,0.537574
851,0.075907,0.14141
852,0.431251,0.30638
853,0,1.33973
854,0.436613,0.833888
855,0.386381,0.694466
856,0.464391,0.2475
857,0,0.80488
858,0.256947,1.28777
859,0.0480152,0.162732
860,0.592676,1.39556
861,0.0786625,0.327847
862,0.0878272,0.552391
863,0.0236152,0.253051
864,0.199905,0.28499
865,0.163344,0.116182
866,0.100555,0.524057
867,0.0541293,0.0676018
868,0.0369718,0.0195033
869,0.0885787,0.366982
870,0.246537,0.520921
871,0.110654,0.294447
872,0,0.544092
873,0.32586,0.450689
874,0.0354659,0.0523795
875,0.114577,0.0926009
876,0.442136,0.863559
877,0.400806,1.6053
878,0.0316394,0.219875
879,0.0231471,0.0543477
880,0.0630306,0.256338
881,0.209696,0.506825
882,0.0750027,0.905684
883,0.182536,0.128299
884,0.0926709,0.380247
885,0.711371,0.712554
886,0,0.582369
887,0.12196,0.314587
888,0.0912115,0.2017
889,0.149377,0.20731
890,0.058914,0.109425
891,0.681243,1.21946
892,0.0864379,0.049026
893,0.0816859,0.193605
894,0.131142,0.309203
895,0.0799064,0.179541
896,0.0612416,0.269207
897,0.0024713,0.0214464
898,0.0697249,0.0913403
899,0.105025,0.165712
900,0.118,0.116113
901,0.296798,0.410517
902,0.108647,0.471706
903,0.0883483,0.271075
904,0.0772162,0.270702
905,0.0272027,0.0975823
906,0.0742388,0.202748
907,0.0458594,0.188302
908,0.0402747,0.258167
909,0.0510984,0.172944
910,0.0256538,0.107757
911,0.0808106,0.181907
912,0.0604667,0.0947296
913,0.193048,0.217032
914,0,0.150305
915,0.0470258,0.0838979
916,0.0294998,0.0524574
917,0.0519866,0.0895242
918,0.149151,0.329083
919,0.022663,0.0404986
920,0.203098,0.299605
921,0.0330736,0.0508621
922,0.0568958,0.17926
923,0.0699676,0.156548
924,0.291919,0.534448
925,0.125228,0.345806
926,0.0521202,0.194507
927,0.107797,0.178401
928,0.0405165,0.17877
929,0.0212336,0.109956
930,0.166343,0.632385
931,0.0950461,0.659837
932,0.103714,0.14751
933,0.297109,0.516556
934,0.0743752,0.552201
935,0.0439044,0.0538499
936,0.342597,1.33263
937,0.337522,0.345148
938,0.0763542,0.116724
939,0.19352,0.204791
940,0.2129,0.0384929
941,0.732138,0.944906
942,0.416868,1.52226
943,0.697023,0.276217
